,Reviewer Name,Profile Link,Country,Review Count,Review Date,Rating,Review Title,Review Text,Date of Experience
505,Jeff Peppler,/users/66b73fa633372ab009eafb31,US,1 review,2024-08-10T12:23:42.000Z,Rated 1 out of 5 stars,amazon prime lies on deliveries,"tired of paying extra or higher prices for same day delivery and it never shows up that day , could be up to 3 days later.  also ordered a truck part, that i needed to go on vacation this weekend clearly marked will be delivered by 5 pm Friday, its now Saturday morning and nothing, got amazon to call me on it, "" oh it will be there by 5 am, according to there tracking it will be here by 10 pm tonight, i paid a mechanic to come to my house, to install the part that still has not showed up. 700 dollars for the mechanic and now have to cancel my vacation, and will not get the hotel that i rented out for the weekend. so amazon prime lies on stuff and im out 1500 bucks due to amazon and there ass backwards customer service as well as they can NOT deliver when they say they will !!!!! time to cancel prime and shop somewhere else this is about the 10th or 11th time this has happened. ",9-Aug-24
506,Leah Ryan,/users/60d1e63d59ee77001a696ad8,GB,9 reviews,2024-08-10T12:18:40.000Z,Rated 1 out of 5 stars,Can Amazon do anything right?,"Can Amazon do anything right?Deliveries not properly delivered...left in hidden corner in torrential rain. Why? When I'm in.  Or how about deliveries not even left at own address, but someone else's with a photo to prove they left it there, and unable to actually as ascertain where!! Delivery times are a joke. Amazon no longer takes any responsibility. Yet it advertises dates that make you think you will receive on time, when in reality the goods ordered will come 2 or 3 days later....maybe not at all, but Amazon DOESNT CARE.....they already have your money.",10-Aug-24
507,Charlotte Johnson,/users/63f1e553c6f557001360c190,GB,3 reviews,2024-08-10T09:38:16.000Z,Rated 1 out of 5 stars,Why are we paying for Amazon Prime for…,Why are we paying for Amazon Prime for it NOT to be delivered the next day & now adverts with Amazon Prime videos. I tried cancelling my order after it did not arrive after the first day and said as the reason ‘it would not arrive in time’. 2 days later they have shipped & is on the way?! It’s so frustrating. Amazon is wrecking the local companies who are tiny compared to such a large incorporation. Will be shopping local from now on & boycotting Amazon. ,10-Aug-24
508,Glenn Phillips,/users/66b6c878adcc082d0a1f8fc1,CA,1 review,2024-08-10T03:55:12.000Z,Rated 1 out of 5 stars,Getting tired of missed guaranteed…,"Getting tired of missed guaranteed delivery dates, ordering something with guaranteed next day delivery only being told it will be 3 days later. Prime service isn't anymore.",9-Aug-24
509,Brittany Patraw,/users/66b6c64a5dc681057adc0752,US,1 review,2024-08-10T03:45:54.000Z,Rated 1 out of 5 stars,Wish I could leave 0 stars for their…,"Wish I could leave 0 stars for their support. Worst customer service I have ever dealt with. No one at support can do anything except “send it to a different department.” And “get back to us in 24 hours”. My daughters teen account was locked. In order for it to open we needed to put in the card that was cancelled. There is no way to put in a new card and apparently support doesn’t have a way to do it either.  For several weeks now they keep saying they will call back or we will get a text in 24 hours. Everytime there is nothing and no one does anything about it. Apparently the team we need to talk to doesn’t have a phone but somehow will be able to call us in 24 hours? We’ve been hung up on several times as well. You can barely understand anyone you talk to. For someone who usually uses Amazon ALOT, it’s making me want to cancel completely. Not good customer service for a multimillion dollar company.",9-Aug-24
510,Gord Piri,/users/66b6937780bb69e01cdb0207,GB,1 review,2024-08-10T00:09:01.000Z,Rated 1 out of 5 stars,Bought an item,"Bought an item, it arrived late, when it did arrive it was damaged, I contacted Amazon who said they couldn’t process a refund or return and to call back , this was the case 3 days in a row, finally when they managed to put a return through I was advised it was next working day , 3 days I waited home only for nobody to pick them up, I will never use Amazon again, they aren’t to be trusted ",1-Aug-24
511,Freedom Spirit,/users/5b6969c34de5666d34e2a444,GB,126 reviews,2024-08-09T21:22:49.000Z,Rated 1 out of 5 stars,Amazon Scammers,Amazon ScammersWhy Pay £8.99 For Prime Service Which Does Not guarantee within 24 hours. Plus you get Prime TV ontop of your TV licence it an extra £107.88 per year. In the cost of living times. No Television subscriptions is exceptable . We all stuck in that digital time. Maybe I'm really against paying extra to watch a film or TV program that we have to pay for as I got to watch my penny's.  If people boycott these subscriptions they then reduce cost to us the consumer and not there healthy rich bank accounts,9-Aug-24
512,Brian Targonsky,/users/668880ed86aa70c192712e89,US,2 reviews,2024-08-09T20:10:54.000Z,Rated 1 out of 5 stars,"The opposite of legal, moral and ethical.","The behavior of Amazon delivery drivers has deteriorated to the point where they are a clear and present danger to public safety, are destroying items, and are fostering package theft.I have clocked drivers achieving 41mph in the parking lot, where there is a poster speed limit of 5mph.  This might seem frivolous, but this is the parking lot of an organization that serves blind people.Drivers nearly hit people here on a very regular basis.All of this nonsense is so that they can throw packages out of the van, often damaging them, at the back door, which bears a sign saying that all deliveries are to be made to the front door.  Every single account that gets delivered here has instructions set for business days, business hours, and the specific door to deliver to.  Each set of instructions says to never leave packages unattended, and that it they are left unattended, that Amazon is responsible for replacement or refund.Nevertheless, they continue to dump packages, even when the business is long-closed, and they continue to get stolen.They even have had the nerve to claim that they have had ""problems delivering"" due to our complaints about their misbehavior, and theft.They don't care that their drivers nearly collide with people.  They don't read delivery instructions or signs.They don't care that we have had to file police reports.They simply claim that THEY cannot find anything that the driver did wrong.They don't know right from wrong, and they don't need to.  They destroyed all of their competitors.Given the speed and frequency of theft, it does lead one to speculate that this is coordinated.They won't investigate that, either.Maybe an FBI investigation would help.",4-Aug-24
513,𝐕𝐨𝐫𝐭𝐞𝐱,/users/66b6408f80bb69ab09dad312,US,2 reviews,2024-08-09T20:05:08.000Z,Rated 2 out of 5 stars,Not the same company as 10 years ago,"I've been an Amazon customer for a long time and miss the ""true"" 2-day delivery they had. Nowadays, 'everything' seems to be Prime with no guarantee as far as the delivery goes. The price is 'okay' at best and constantly having to shuffle around for best prices.The worst part is the returns. I've had constant issues when in fact, I drop off the items at Kohl's which the employees always check and verify and even then, Amazon will receive it and a week or two later, they claim I didn't send it back. They ensure that I won't be charged but do anyway and of course, I need to call or chat with them all over again. I waste 15-20 minutes every time which is absurd. I used to spend over $100K a year at Amazon including my business but not much any more as other companies are offering either better deals and/or services. But nothing is forever (even Bezos said once) so I just do what I can to make sure I find good prices and service.",9-Aug-24
514,Brian Bailey,/users/5f003aea3cad6c29ec091f3d,GB,25 reviews,2024-08-09T11:23:29.000Z,Rated 1 out of 5 stars,Disgraceful,"I like thousands of others started using an app advertised by Amazon Alexa called Anylist, this app was the best thing I have ever used to such an extent that I actually paid for the full version, something I never do. The Amazon in their wisdom decided that they were removing the Alexa link to Anylist this has totally ruined the Anylist experience, I like the others wish to complain to Amazon about their total disregard to their customers. I have now cancelled my Amazon account and my Amazon books in protest. O know this will make absolutley no difference but after paying for an app then the link being disgarded only 6 weeks later I am disgusted shame on you Amazon, oh and then they are promoting another app called Bring which compared to Anylist is rubbish",9-Aug-24
515,Charles Rice,/users/663286bf96fb960011eb879a,US,8 reviews,2024-08-09T11:01:00.000Z,Rated 2 out of 5 stars,bad customer service and hours of…,bad customer service and hours of running circles online due to amzon neglect of personal security settings that got changed without authorization. just be cautious now because who knows what they may be hiding by these actions. this has made a negative impact to my opinion on how amazon is handling sensitive info. amazon has been great until they crossed the line of my privacy on this date and trust is no longer with a company that does such things.,8-Aug-24
516,Yasin Ozdemir,/users/59579f460000ff000aaa5255,AU,45 reviews,2024-08-09T07:46:23.000Z,Rated 1 out of 5 stars,Worst ever company,"Worst ever company. I have never dealt with such an incompetent bunch of morons. How this company seizes to exist amazes me because their customer service is non existent. Listing products, an absolute nightmare.I will provide an example of just how idiotic they are.I have been sending the same clear message regarding why Generic is in my product title when there is a brand associated with it. 10 times and mind u, it is still ongoing, i have sent the exact same message asking them to remove the term generic from the title and they keep sending me the exact same automated responses.I have came to the conclusion i am speaking with low level ai bots.Another example. I sent an order to a customer as per delivery address. It couldn't be delivered because of a insufficient address. I asked the customer to pay for re delivery and what does this disgusting company called Amazon do. They refund the customer in full making me lose out on the shipping from the customer's address and back to me. Disgraceful. When it comes to customer service, there will never be anything worse then Amazon ",9-Aug-24
517,fitswap,/users/64cdb6e3ea902300116758d1,DK,9 reviews,2024-08-09T05:06:43.000Z,Rated 1 out of 5 stars,jeff bezo can suck my massive ....,Review text not found,9-Aug-24
518,Krista D,/users/66b553d03d5a708c7a5a0132,US,1 review,2024-08-09T01:25:13.000Z,Rated 1 out of 5 stars,I will never use Amazon again,"I will never use Amazon again. I placed an order using a gift card and free shipping. 3 days after placing the email I noticed my card was never charged, so I contacted Amazon. I was told it just needed approved and told a completely different amount. They claimed I had no gift card, then all of a sudden I had $12 (I had much more than that). I argued with them, I sent them screenshots of my order but they just kept saying I only had $12 and Amazon has been glitching out. Ok, whatever, I'll pay the extra 3 bucks. 2 hours after being charged I noticed a 2nd charge from Amazon. I contacted Amazon again and they told me it was to cover the rest of my order. I argued with them, I sent them screenshot shots of my order and of the conversation I had through chat and informed them I had the phone call recorded as well. I was told I'd be refunded the 2nd charge and even got an email about it. 8 business days I still wasn't refunded, so I contacted Amazon again, and they claimed to have no clue about a refund, I sent them the screenshots of my order, the chats, the email about the refund and informed them I had the previous phone calls recorded as well. The guy straight up said, ""you were lied to, there is no refund. The extra charge was to cover your order"". I informed the guy that I was saving the conversation and phone calls and reporting fraud to my card company, which I did. Amazon was trying to get my credit card company to wait a other 15 days and I straight up told my card company NO, that I don't trust Amazon at all and they are a bunch of thieves and I want to file immediately, which they did. The costumer service personnel are in India, and they are rude as hell. And considering India has the largest scamming system, why would any company outsource to them???!!! Screw Amazon,  never using them again, canceled my prime, husband canceled his as well.",26-Jul-24
519,Ieasha Cummings-Odle,/users/61e5f16738c8fd0012e9cd08,PA,3 reviews,2024-08-09T00:58:02.000Z,Rated 1 out of 5 stars,Customer service is awful,Customer service is awful. I went from being a frequent shopper to looking for other companies to do busines with.,5-Jun-24
520,Dave T,/users/5ae823584de5666d345016ef,IE,46 reviews,2024-08-09T00:15:30.000Z,Rated 1 out of 5 stars,getting worse,"getting worseFirst their shipping agent loses my orderSecond waste 3 hours on chat because call me feature on app does not work. so cancelled order requested refund which agent confirmed and closed account they have been so bad recently.Third a week later package shows up with knife mark and empty package is stuffed through letter boxFourth refund still not processed but because account I had to set up new accountFifth set up new account so could contact themsixth call me facility does not work error message each time. agents kept sending me link to same still does not work.Seventh after an hour on chat repeatedly telling agent I cannot call UK on my plan and I live alone, they tell me they cannot verify without a phone call.Eighth tell they cannot call me so just end the chat abruptly and this was a super viser",8-Aug-24
521,Hywel,/users/4e9323db00006400010cf9a7,GB,19 reviews,2024-08-08T21:45:12.000Z,Rated 1 out of 5 stars,Sent wrong item,"Sent wrong item, 15 meter garden hose instead of 50 meter, £11.99 instead of £6.99.  I strongly feel I have been conned by Amazon-will always buy locally from now on-Amazon gone down hill big time. My advice  is to leave them alone.",29-Jul-24
522,Lana Gregory,/users/66b50608590b28edc70ba71b,US,1 review,2024-08-08T19:53:21.000Z,Rated 1 out of 5 stars,Amazon.com is a nightmare lately,"Amazon.com is a nightmare lately. I purchased an item on July 20 th and still is not delivered. My contact with Amazon customer service and online had no resolutions. I tried to post my review about the seller 2 times but Amazon removed it. Amazon is not being monitored, investigated and not to be trusted. All reviews are fake.",7-Aug-24
523,Margaret Duckett,/users/57e305090000ff000a469adf,GB,53 reviews,2024-08-08T18:01:28.000Z,Rated 1 out of 5 stars,I ordered a new kindle,"I ordered a new kindle, but what arrived was a bottle of mr muscle drain cleaner. What a hassle trying to get through to customer service.what a load of rubbish they are.instead of realising that the item I bought was £98 and what was delivered was  a £3 bottle of cleaner.eventually promised a kindle would be delivered by 10 this morning via Royal Mail.I am still waiting for amazons delivery ,could be after 7 tonight .then this old lady has to take ridiculous bottle of drain cleaning to a post office.Their mistake or whatever and I have to try to get to post office to return it 6/8/24 I ordered kindle for delivery 7/8/24",7-Aug-24
524,John,/users/572b311b0000ff000a1d65db,US,12 reviews,2024-08-08T17:29:27.000Z,Rated 1 out of 5 stars,The Late Great Amazon Experiment!,"I am a Amazon Prime member and have noticed a huge decline in their Customer Service and their delivery service.  They just shipped the wrong items and would not re-ship one of the items because it is a liquid vitamin.  I had to go online, reorder and yell at the third world call center employee that Amazon is getting worse, not better and they are going to lose my business.  In his very difficult to understand foreign accent he said, ""Yes I understand Sir, but there is nothing that we can do about it.""  Then I had to take the wrong item to a UPS Store 8 miles away and send it back to them.  They would not pick it up and told me that I would be charged for the wrong item if I did not return it.Amazon has ""grown"" into a huge, lumbering, Federal Government Agency that has totally lost sight of the original reason that people started buying from them!",5-Aug-24
525,Katie Ellis,/users/54f6e0e00000ff0001aef4a2,GB,18 reviews,2024-08-08T16:35:54.000Z,Rated 1 out of 5 stars,Disgusted!,"Disgusted!I had the misfortune to use a 3rd party seller First4Spares on Amazon and they processed a CANCELLED order hence taking my money and sending out goods I did not want. The goods have not arrived, the 3rd party seller will not acknowledge any communication and Amazon will not intervene.  S please tell me Amazon how I am supposed to get my money back?  To allow a fraudulent seller access to your website and take people's hard earned money is just disgusting and I am appalled that you will not step in and sort this out.  Absolutely shocking customer service from Amazon - be mindful of this when using their site that you are not engaging with a 3rd party seller as if it goes wrong Amazon will do b&&ger all to assist you in getting your money back",8-Aug-24
526,Mr. Derek Carpenter,/users/591c158f0000ff000a993422,GB,39 reviews,2024-08-08T15:27:49.000Z,Rated 1 out of 5 stars,Deliveries Totally Unreliable,Why have your drivers developed a lazy approach and tendency to deny the truth. As a Prime customer I am getting issues 30% of the time. Not reliable anymore. ,8-Aug-24
527,Robby Willems,/users/66b494c73d5a701c5a598120,BE,1 review,2024-08-08T12:38:49.000Z,Rated 5 out of 5 stars,Great service & delivery ,"Ordered a various range of items, they were delivered the next day and the quality was top notch!",8-Aug-24
528,Webmaster,/users/5c668cc8aa25f94e057cbe59,ID,5 reviews,2024-08-08T11:24:13.000Z,Rated 5 out of 5 stars,Late review,"This late review is ONLY for 2 things; my experience buying a physical book in 2008 (Yeah, I know) and Amazon Prime Video in 2023: Everything went smoothly. No complains.",20-Dec-23
529,Daniel Maroney,/users/66b3a988a24e57f8b77894fa,US,2 reviews,2024-08-08T03:48:50.000Z,Rated 3 out of 5 stars,Deserves more than a 1.7,"I mean it's really not that bad. Although I usually just get a free trial, and order something once a year. But when I do the product is decent. ",7-Aug-24
530,Shuva Patra,/users/57d5f8ef0000ff000a437344,US,9 reviews,2024-08-09T14:29:36.000Z,Rated 4 out of 5 stars,They did help ms,Customer service help me.,5-Aug-24
531,scotthansen,/users/66b400f31a266897cc28a1bd,US,1 review,2024-08-08T01:19:29.000Z,Rated 1 out of 5 stars,packages are always late,"Everytime I place an order, amazon changes the delivery date. Lately almost every order gets delayed in shipping. Amazon has become very unreliable.",7-Aug-24
532,customer,/users/62af52f83204320015449365,ZA,2 reviews,2024-08-07T18:45:13.000Z,Rated 1 out of 5 stars,Refund Policy Change,"I have decided to not renew my membership with Amazon,  as a result of their decision to change the return and refund policy. Specifically, after returning an item for a refund - I received notification that it would take appropriately 30  days to receive said fund. This change to their refund policy is totally unacceptable. ",1-Aug-24
533,Andy,/users/6654dbacf50d23658e8f1292,GB,7 reviews,2024-08-07T18:21:27.000Z,Rated 1 out of 5 stars,I purchased my first ever buy of amazon…,"I purchased my first ever buy of amazon Monday as the item I needed was their and next day delivery with free 1 month prime, so I opted in and the delivery was 7pm Tuesday night this changed to 7pm Wednesday night and then 10pm Wednesday night, Tuesday was good as I was of work but in work Wednesday 3- midnight, anyhow on Tuesday amazon said the new delivery was Wednesday 1:30-2:30 pm, this was good, however the parcel was not delivered and went back to 10pm Wednesday, now I'm at work and recieved a message saying the parcel as been delivered at 4:48, and now it's started to rain, I made plans for a family member to go around at half 9, seems to me amazon is not as good as people have made out, I will use amazon ad a last resort, I hope my parcel will be their when I finish work and isn't damaged from the rain, fingers crossed",7-Aug-24
534,Rebekah,/users/6293721b0afa9d0012200a38,US,2 reviews,2024-08-07T17:48:20.000Z,Rated 1 out of 5 stars,Cant get it right!,"Constantly deliver to the wrong address. They also constantly over charge me, sometimes 2/3 times in one month. I have to jump through hoops to get my money back. Amazon has gone so far down hill, and very fast. You can talk to umpteen staff members and noone is on the same page. I will spend a little more money shopping else where, and lose the ease of delivery. By the time i get my product, and the charges corrected. It is never worth my time or the ""deal"" i think i got. I use to love Amazon. Not worth my prime membership or my mental health. Amazon needs to get it together!",6-Aug-24
535,Julia Sydow,/users/66b38a0c29ef80eb105d4bb3,DE,1 review,2024-08-07T16:52:02.000Z,Rated 1 out of 5 stars,Customer Service more like Customer…,"Customer Service more like Customer DisserviceAfter today's experience I'm considering to cancel my Amazon Prime subscription and avoid this company like a plague.I work in customer service and never ever have I experienced such a bad service when inquiring after my parcel, which was ""delivered to a resident"" - it just begs the question who the resident is my parcel was delivered to. I have several and now obviously Amazon expects me to check in with each and every one of them. Not the standards I'm used to and seriously, the service is despicable, no help at all!!!! That's it, I'm done, a loyal customer is quitting you.",7-Aug-24
536,Hart,/users/5c9b5edaa9ab884c9d8807d3,GB,15 reviews,2024-08-07T15:59:35.000Z,Rated 2 out of 5 stars,Sweet smelling box and broken glass,"Ordered a mens fragrance called BOSS in 100ml size. Clearly they always come in a glass bottle, and Amazon dispatch, shipped it in a cardboard box with no protection. It arrived as a sweet smelling box with broken glass. Hardly surprising. Whats happening at Amazon? they seem hell bent on annoying customers with awful service. So far its all they do well!!!",2-Aug-24
537,R J Enoel,/users/616b2127a3033c0012f9d0d4,US,13 reviews,2024-08-07T15:01:10.000Z,Rated 1 out of 5 stars,Amazon.com turning into a low level…,Amazon.com turning into a low level online shopping source and negative overall experience. Delayed orders. Lost orders. Wrong orders. Questionable product authenticity. Dog and pony show customer service chat dialog. Place is no longer what it once was. Prices aren't even that competitive. Pushing Prime membership relentlessly. Maybe that's the problem.  Not a member not a customer ,7-Aug-24
538,KEREM,/users/668bec61b45e4718d3e59352,GB,1 review,2024-08-07T12:39:58.000Z,Rated 3 out of 5 stars,I've had an average experience with…,"I've had an average experience with Amazon.com. The site offers a vast selection of products, and it's generally easy to find what I'm looking for. However, there have been a few instances where the delivery was delayed, which was quite frustrating.The customer service is decent, but there have been times when resolving issues took longer than expected. Prices are usually competitive, but occasionally I find better deals elsewhere. Overall, Amazon.com is convenient for many purchases, but there is definitely room for improvement in their delivery and customer support services.",6-Aug-24
539,Rainer,/users/60edc8b74825cd00125a8779,DE,3 reviews,2024-08-07T09:41:07.000Z,Rated 1 out of 5 stars,crazy,"me: opened an account, check email, check telnr, check card, paid one item amazon: account suspendet because of unsual activityhow crazy can it get",6-Aug-24
540,Elenor Calhoun,/users/66b2ef4be2df38097724cc29,US,1 review,2024-08-07T05:52:00.000Z,Rated 1 out of 5 stars,Check order haven't received,Check order haven't received ,3-Aug-24
541,Pola Story,/users/66b2c3581a266800dc27cbea,EG,1 review,2024-08-07T04:43:11.000Z,Rated 2 out of 5 stars,Not good at all,Not good at allLots of errors in delivery of orders,7-Aug-24
542,Bradley George,/users/66b1a870417040798aff08e0,US,5 reviews,2024-08-06T23:41:59.000Z,Rated 1 out of 5 stars,Amazon prime ,"Amzncombill, WA. I have Amazon Prime included with my phone plan. Several times they have tried to hit my checking account for $15.93. I called customer service, multiple times, I got the run around, assuring myself, they would stop trying to charge my account, they lied..alot. ",6-Aug-24
543,Rebecca Fransway,/users/66b25e871a26687ee3278fa3,US,5 reviews,2024-08-06T19:48:11.000Z,Rated 5 out of 5 stars,What's all this dissing on Amazon,"What's all this dissing on Amazon? I've bought groceries, books, and household stuff from them for just years and years. Very seldom has there been a problem, and if there is one, they fix it. Right away.  You don't have to wait long for your items, either. Last week, I bought from another store, Walmart, and my items are still dribbling in. I had to borrow toilet paper from my neighbor because Walmart is so slow. ",6-Aug-24
544,Darren Taylor,/users/62f3c4810475560012ee058d,GB,8 reviews,2024-08-06T18:10:05.000Z,Rated 1 out of 5 stars,Ordered Monday for Tuesday delivery,"Ordered Monday for Tuesday delivery, just emailed me my delivery will arrive on Thursday. Amazon has got so far down hill. Shocking ",6-Aug-24
545,Reid,/users/66b23b2cf2573c8d3fb9b107,CA,1 review,2024-08-06T17:03:16.000Z,Rated 1 out of 5 stars,Man Amazon used to be the bomb,"Man Amazon used to be the bomb! Now it sucks most days, prices are up quality is down and prime shipping is a joke! 8 days for prime delivery on the last item I shopped for 🤣😂 Amazon is no longer my go to for everything that’s for sure. Lots of big stores offer free shipping now and lots of better deals out there so shop around!",4-Aug-24
546,MEENA SHAZEAN,/users/66b21abc6c81e0df2d56b1fa,GB,1 review,2024-08-20T15:30:32.000Z,Rated 1 out of 5 stars,VERY BAD COMPANY ,VERY BAD COMPANY . MY ORDER WAS CANCELLED SAYING UNSUAL ACTIVITY . I only order kids clothes .This company should be banned in the UK. I have also reported to trading standard  to check the company trading practise .. They should be penalised!,6-Aug-24
547,Alan Roberts,/users/5fb2c1aa3113ab001a51966a,GB,13 reviews,2024-08-06T09:46:51.000Z,Rated 1 out of 5 stars,Delivery driver side swipes my car and…,Delivery driver side swipes my car and leaves his van half parked diagonally on road and rest on the pavement contact customer service all they can say is sorry won't happen again... Well your right their as the next time this driver is in the street his vans getting took off him! Absolutely appalling service and the customer service is non existent,5-Aug-24
548,Nr,/users/662de04c17de0d00137d2237,PT,6 reviews,2024-08-06T09:25:11.000Z,Rated 1 out of 5 stars,Just the Worse website and marketplace…,"Just the Worse website and marketplace in the world!Theres nothing here positive, overall they have the highest price for any item I ever see, offcourse as a trick they have probably less them 1% of product priced competitively to make you think they are cheap, but they are not! It's not normal this website have buyers even,overall they are so expensive, slow shipping, and you will never know when they debit your card  without authorization! This site is totally out of law, they violate all laws of any country, and offcourse  they need to be shutdown! ",2-Aug-24
549,Raynaldo Martine,/users/5fab1d95749227001a9f445e,US,4 reviews,2024-08-06T03:51:02.000Z,Rated 5 out of 5 stars,The bundle is worth the price to me.,"I've been a subscriber for the last 10 years, and for the fee, I get Premium TV/Movies, Streaming Music, and free shipping, and expedited service on my orders. I don't want to leave the house anymore than I have to, and Amazon is my store for everything. Plus, they allow small businesses to put their products on the site. Most folks just want to complain about ""big businesses"", but I have gratitude for Amazon, and Apple for making my life easier.",5-Aug-24
550,David J Brown,/users/5baf95444de5666d34200a28,US,2 reviews,2024-08-06T02:36:12.000Z,Rated 2 out of 5 stars,2 day delivery is false advertising,"2 day delivery is false advertising.  Sometimes I get my packages.in 2 days, most of the time I don't.  But I suppose Amazon can do what they want",5-Aug-24
551,INDU BALA,/users/6552a45087f65600123f1300,US,3 reviews,2024-08-06T02:24:52.000Z,Rated 1 out of 5 stars,Big fraud people,Big fraud people. Amazon delivery driver broke my property while delivering packages. I called up more than 5 times no one listening. Very poor customer service and horrible supervisors,5-Aug-24
552,Mike Fontenot,/users/66b136172e39b206ac509f6c,US,1 review,2024-08-05T22:29:20.000Z,Rated 1 out of 5 stars,Asinine ,"Absolutely asinine that I HAVE to be home and use this security pass code you've enacted. I HAVE to be home from work when the package is being delivered so I'm losing money cuz of you clowns. This security code should be OPTIONAL, not mandatory. I don't live in a neighborhood where stuff is getting snatched left and right. This is worse than Walmart putting EVERYTHING behind locked glass. I shouldn't have to be present with a pass word for a pair of shades that aren't even that expensive. Ridiculous!",5-Aug-24
553,Wendy Martin,/users/5eb125ce13f56f718cfa772d,GB,21 reviews,2024-08-05T21:51:41.000Z,Rated 1 out of 5 stars,Bought an item and it didn’t arrive,"Bought an item and it didn’t arrive. No tracking and no contact details for seller. Contacted Amazon for a refund who couldn’t care less (Shivani) and kept telling me to contact the seller. I advised them I already had 5 days ago and they told me to keep trying and refused a refund. They also refused to provide me with any complaint details. So now I have no item, the seller has my money and no one at Amazon will help. Completely disgusting.",5-Aug-24
554,My Time,/users/611fbe0e50eb51001268a9cf,US,13 reviews,2024-08-05T18:36:15.000Z,Rated 1 out of 5 stars,Amazon Is A Scam with Horrible Outsourced Customer Service that hates Americans,"This company is horrible. I ordered 120 books that did not arrive. Their outsourced, horrible customer service keeps dropping my calls and chats and tell me that I must file a police report because the items were stolen. That is not true. They never arrived. Period. Someone at Amazon is probably selling the books on another venue as we speak, but they refused to send me a replacement or give a refund. They tell me to send them pictures of books that did not arrive. Or they were stolen. Or ? I am out 562 dollars in the Amazon scam! This is what happens when a company is outsourced to a warring country like China. I hate Amazon. I am quitting in altogether.",23-Jul-24
555,Ann Borodina,/users/66b0fd3329f252004d77eecb,ES,1 review,2024-08-05T18:34:19.000Z,Rated 1 out of 5 stars,Unprofessional support from amazon can make you big toubles with law,"My order was delayed in delivery and when I finally recieve mail with hours of deliveri, I site all that time at entrance of my home. There was no my package or any signs of delivery service, but at 15:58 status was changed to ""delivered"". I ask custom service about investigation and was very surptized: they ask me to go to local police and report of stilling. This is how amazon trying not only to shift it's responcibility to me, but also because of very unprofessional service make big troubles to it's customers: if I was sitting all time at door, and see that package was not delivered and noone still it, it mean that I will make false statement and will have big troubles. THIS IS HOW AMAZON SERVICE UNPROFESSIONAL. And I was just asking to proof of delivery and investigation.",5-Aug-24
556,Jerry Maciel,/users/66b0c611b194f914de1f9f39,US,1 review,2024-08-05T14:31:39.000Z,Rated 4 out of 5 stars,I think Amazon is losing its control of…,"I think Amazon is losing its control of deliveries. I am a Prime member and Amazon customer for over 10 years. This is the second time they tell me my package is probably lost. The first was a couple of months ago, a cordless vacuum I had to cancel the order after 10 days of no arrival. Now, I keep waiting for another order that has been tracked all the way to my local area. Its been four days and it now says that ""the package may be lost"". They have been very good in the past but I cant hide my disappointment when this happens. COMON, AMAZON..GET A GRIP!!! ",4-Aug-24
557,FrenchFrog777,/users/5e1492e8361d6108e30e98bb,FR,38 reviews,2024-08-05T14:18:29.000Z,Rated 1 out of 5 stars,RIP OFF ! It so filled with CRAP !,"It so filled with impossible to sell CRAP and unending unmemorised criteria, causing the page to switch from category to category ON ITS OWN to deroute you, I bet that freaking China runs this HIDEOUS website that sells the highest priced RUBBISH on earth! It should be SHUT DOWN, it rips every client off worse than one could imagine. Bezos can run his life from stolen monies, but God will catch up with him in the end, then we'll see who's got the last laugh. AVOID this highway robbery business at all costs. It is self-manned, uncleaned and must be shut down!",5-Aug-24
558,Kira D,/users/66b0bb3429f2522fbe77a9a2,NL,2 reviews,2024-08-05T13:45:08.000Z,Rated 4 out of 5 stars,ok service good,Review text not found,3-Aug-24
559,Tom,/users/57db317e0000ff000a44d902,US,2 reviews,2024-08-05T13:32:02.000Z,Rated 1 out of 5 stars,Amazon grew to fame and profit by…,"Amazon grew to fame and profit by excellent customer service and policies that made it difficult to shop elsewhere. That is all in the past now. The company now frequently abuses customers by not following their policies, and eliminating the original policies that got them their customer base. Prime membership used to get privledges... not any more (prime video even has commercials now) and other companies provide free shipping frequently and without having to pay membership. Returns are now a major hassle, even having to print labels and box yourself before bringing to shippper. And then once returned they complain about missing parts that were disposable and had to be used to try out the product before returning. AND refunds on returns are delayed for a long time... I retunred an item with Amazon more than a week ago and have yet to receive my refund... customer service chat will not allow me to connect until five business days beyond actual receipt date. It has now been five business days and still no refund and no way to chat about why. I returned a more expensive item to Temu five days later than my Amazon return and already received that refund in my bank account.",29-Jul-24
560,Martin Fawkes,/users/50b6483a000064000128618f,GB,171 reviews,2024-08-20T22:11:22.000Z,Rated 1 out of 5 stars,"Purchased a product called ""JB Weld""…","Purchased a product called ""JB Weld"" its a repair kit for reapplying a rear view internal car mirror. It was purchased on Amazon from a company called STREET BARGAINS To be blunt it's no good and a waste of money so dont buy it. I used some rapid glue which did the job just fine. I should have purchased it on eBay as easier to get a refund then on Amazon",4-Aug-24
561,Debbie Massam,/users/57c698c10000ff000a3fa525,GB,17 reviews,2024-08-04T23:32:00.000Z,Rated 1 out of 5 stars,don’t pay for prime as items are not delivered the following day,"i pay for prime but a number of items have not been delivered the following day in different days over the past week,  therefore not reliable and will not be used in the future.",4-Aug-24
